Network Reference ID,Parent Network Reference ID,Substation Name,Substation Number,Asset Type,Latitude,Longitude,Bulk Supply Point Name,Primary Substation
245399,245518,Monmouth,530177,Primary,51.8052,-2.7297,,MONMOUTH 11kV
15142,135607,Montacute,250400,Primary,50.9545,-2.6976,YEOVIL 33kV,MONTACUTE 11kV
314961,314666,Moorgreen 33/11kv,890025,Primary,53.023,-1.2955,Heanor,Moorgreen
314832,420014,Moreton 66/11kv,670085,Primary,51.994,-1.702,Moreton 66 11 (T1),Moreton 66 11
245477,253131,Morlanga,510178,Primary,51.4835,-3.3079,,MORLANGA 11kV
315188,314666,Morley 33/11kv,870042,Primary,52.9684,-1.4137,Heanor,Morley
245370,245516,Morriston Primary,520291,BSP,51.6669,-3.9137,,
253522,245370,Morriston Primary,520291,Primary,51.6669,-3.9137,,MORRISTON A 11kV
15210,293449,Mortonhampstead,340012,Primary,50.6575,-3.767,NORTH TAWTON 33kV,MORETONHAMPSTEAD 11kV
15241,22,Morwenstow,350024,Primary,50.9037,-4.5042,PYWORTHY 33kV,MORWENSTOW 11KV
315224,314704,Mount Bridge 33/11kv,900022,Primary,52.969,-0.0145,Boston,Mount Bridge
245478,245417,Mountain Ash,550179,Primary,51.6788,-3.3747,,MOUNTAIN ASH 11kV
245417,245421,Mountain Ash Grid,550026,BSP,51.6674,-3.3713,,MOUNTAIN ASH GRID 33kV
315098,314623,Mountsorrel 33 11kv S Stn,920025,Primary,52.7235,-1.1325,Willoughby,Mountsorrel
15264,10,Mousehole,417340,Primary,50.0833,-5.5492,HAYLE 33kV,MOUSEHOLE 11kV
15273,9,Mullion,417780,Primary,50.0212,-5.2095,RAME 33kV,MULLION 11KV
15091,85,Nailsea,181000,Primary,51.4265,-2.7552,CHURCHILL 33kV,NAILSEA 11kV
315083,314652,Nailstone 33/11kv,930097,Primary,52.6763,-1.3617,Coalville,Nailstone
315040,314769,Naishcombe Hill 33/11kv,790012,Primary,51.4631,-2.4274,Chipping Sodbury 132 33,Naishcombe Hill 33 11
245334,245341,Nantgaredig,590180,Primary,51.8647,-4.1913,,NANTGAREDIG 11kV
245493,245421,Nantgarw Primary,540903,BSP,51.5627,-3.2696,,
253230,245493,Nantgarw Primary,540903,Primary,51.5627,-3.2696,,NANTGARW 11kV
245388,245387,Nantwen,550182,Primary,51.6995,-3.3127,,NANTWEN 11kV
314569,,Nechells East 132kv National Grid Site,670007,GSP,52.5067,-1.8499,,
245422,245417,Nelson,550183,Primary,51.6461,-3.295,,NELSON 11kV
15115,127,Nether Stowey,210130,Primary,51.1484,-3.1251,BRIDGWATER 33kV 'J' BAR,NETHER STOWEY 11kV
315301,314635,Netherhills 33/11kv,790022,Primary,51.762,-2.3408,Ryeford 132 33,Netherhills 33 11
245517,245312,Nevern,600184,Primary,52.0155,-4.7923,,NEVERN 11kV
315238,314689,New Beacon Road Grantham 33 11kv S Stn,910034,Primary,52.9132,-0.6291,Grantham,New Beacon Road
245331,245356,New Lodge,520187,Primary,51.6878,-4.2284,,NEW LODGE 11kV
315262,314702,Newark Junction 33/11kv,900024,Primary,53.0782,-0.7986,Hawton,Newark Junction
15076,119,Newbury,161701,Primary,51.2487,-2.4324,RADSTOCK 33kV,NEWBURY 11kV
314803,314563,Newcastle 132/11kv,680057,BSP,53.0287,-2.2425,Newcastle 132 33,
420092,314803,Newcastle 132/11kv,680057,Primary,53.0287,-2.2425,Newcastle 132 11 (GT3A),Newcastle 132 11
314686,,Newcastle 33/11kv,680045,Primary,53.03,-2.2423,,
245323,245325,Newcastle Emlyn South,580276,Primary,52.0358,-4.472,,NEWCASTLE EMLYN SOUTH 11kV
314893,314576,Newdigate 33/11kv,930079,Primary,52.4859,-1.4992,Coventry North,Newdigate
